drug_cd,제품명,성분 1,성분 2,내용
A11A0500A0131,all,Ibuprofen,Ibuproxam,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Imidazole Salicylate,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Imidazole-2-Hydroxybenzoate,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Indometacin,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Indometacin Sodium Hydrate,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Isopropylantipyrine,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Ketoprofen,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Ketoprofen Lysinate,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Ketorolac,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Ketorolac Tromethamine,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Levofloxacin Hemihydrate,"NSAIDs/Quinolones 임상효과 : 두 약물의 병용투여시 드물게 경련이 나타날 위험성이 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하고, 신중히 투여해야 한다. 두 약물의 병용에 의해 경련이 나타나는 경우에는 투여를 중지하고 기도확보, 항전간제 투여 등의 적절한 처치를 한다."
A11A0500A0131,all,Ibuprofen,Levofloxacin Hydrate,"NSAIDs/Quinolones 임상효과 : 두 약물의 병용투여시 드물게 경련이 나타날 위험성이 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하고, 신중히 투여해야 한다. 두 약물의 병용에 의해 경련이 나타나는 경우에는 투여를 중지하고 기도확보, 항전간제 투여 등의 적절한 처치를 한다."
A11A0500A0131,all,Ibuprofen,Lonazolac Calcium,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Lornoxicam,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Loxoprofen,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Loxoprofen Sodium Hydrate,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Meclofenamate Sodium Hydrate,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Mefenamic Acid,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Melilot,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Meloxicam,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Morniflumate,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Nabumetone,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Naproxen,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Naproxen Sodium,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Nimesulide,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Nizatidine,NSAIDs/Histamine H₂ Antagonists 임상효과 : 두 약물의 병용투여시 NSAIDs(비스테로이드성 항염증제)의 치료작용이 변화될 수 있다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여시 특별한 임상적 간섭은 필요하지 않다.
A11A0500A0131,all,Ibuprofen,Norfloxacin,"NSAIDs/Quinolones 임상효과 : 두 약물의 병용투여시 드물게 경련이 나타날 위험성이 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하고, 신중히 투여해야 한다. 두 약물의 병용에 의해 경련이 나타나는 경우에는 투여를 중지하고 기도확보, 항전간제 투여 등의 적절한 처치를 한다."
A11A0500A0131,all,Ibuprofen,Ofloxacin,"NSAIDs/Quinolones 임상효과 : 두 약물의 병용투여시 드물게 경련이 나타날 위험성이 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하고, 신중히 투여해야 한다. 두 약물의 병용에 의해 경련이 나타나는 경우에는 투여를 중지하고 기도확보, 항전간제 투여 등의 적절한 처치를 한다."
A11A0500A0131,all,Ibuprofen,Oxaprozin,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Pamidronate Disodium Hydrate,"NSAIDs/Bisphosphonates 임상효과 : 두 약물의 병용투여시 위궤양의 위험이 증가할 수 있다. 기전 : 두 약물은 위궤양을 유발하는 데 있어 상승적인 작용을 할 수 있다. 처치 : 두 약물의 병용투여시에는 관찰을 충분히 하고, 신중히 투여해야 한다. 환자에게 위장관계 부작용, 특히 위궤양이 발생하는지를 주의깊게 모니터링해야 한다."
A11A0500A0131,all,Ibuprofen,Pamidronic Acid,"NSAIDs/Bisphosphonates 임상효과 : 두 약물의 병용투여시 위궤양의 위험이 증가할 수 있다. 기전 : 두 약물은 위궤양을 유발하는 데 있어 상승적인 작용을 할 수 있다. 처치 : 두 약물의 병용투여시에는 관찰을 충분히 하고, 신중히 투여해야 한다. 환자에게 위장관계 부작용, 특히 위궤양이 발생하는지를 주의깊게 모니터링해야 한다."
A11A0500A0131,all,Ibuprofen,Paroxetine,"NSAIDs/Serotonin Reuptake Inhibitors 임상효과 : 두 약물의 병용투여시 상부위장관의 출혈 위험이 증가할 수 있다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여는 피하는 것이 바람직하다. 부득이하게 두 약물의 병용을 피할 수 없다면, NSAIDs(비스테로이드성 항염증제)의 치료기간을 더 짧게 하거나 용량을 감소시키거나 혹은 NSAIDs를 아세트아미노펜(Acetaminophen)으로 선택적 세로토닌 재흡수 차단제(SSRIs)를 삼환계 항우울제(TCAs)로 대체해야 한다. 만약 위장관 관련 부작용이 나타난다면, 수소펌프 저해제(Proton pump inhibitor)과 같은 중재적 치료를 고려하거나 SSRIs나 NSAIDs의 복용을 중단하고 대체요법을 사용해야 한다."
A11A0500A0131,all,Ibuprofen,Paroxetine Hydrochloride Anhydrous,"NSAIDs/Serotonin Reuptake Inhibitors 임상효과 : 두 약물의 병용투여시 상부위장관의 출혈 위험이 증가할 수 있다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여는 피하는 것이 바람직하다. 부득이하게 두 약물의 병용을 피할 수 없다면, NSAIDs(비스테로이드성 항염증제)의 치료기간을 더 짧게 하거나 용량을 감소시키거나 혹은 NSAIDs를 아세트아미노펜(Acetaminophen)으로 선택적 세로토닌 재흡수 차단제(SSRIs)를 삼환계 항우울제(TCAs)로 대체해야 한다. 만약 위장관 관련 부작용이 나타난다면, 수소펌프 저해제(Proton pump inhibitor)과 같은 중재적 치료를 고려하거나 SSRIs나 NSAIDs의 복용을 중단하고 대체요법을 사용해야 한다."
A11A0500A0131,all,Ibuprofen,Paroxetine Hydrochloride Hydrate,"NSAIDs/Serotonin Reuptake Inhibitors 임상효과 : 두 약물의 병용투여시 상부위장관의 출혈 위험이 증가할 수 있다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여는 피하는 것이 바람직하다. 부득이하게 두 약물의 병용을 피할 수 없다면, NSAIDs(비스테로이드성 항염증제)의 치료기간을 더 짧게 하거나 용량을 감소시키거나 혹은 NSAIDs를 아세트아미노펜(Acetaminophen)으로 선택적 세로토닌 재흡수 차단제(SSRIs)를 삼환계 항우울제(TCAs)로 대체해야 한다. 만약 위장관 관련 부작용이 나타난다면, 수소펌프 저해제(Proton pump inhibitor)과 같은 중재적 치료를 고려하거나 SSRIs나 NSAIDs의 복용을 중단하고 대체요법을 사용해야 한다."
A11A0500A0131,all,Ibuprofen,Paroxetine Mesilate,"NSAIDs/Serotonin Reuptake Inhibitors 임상효과 : 두 약물의 병용투여시 상부위장관의 출혈 위험이 증가할 수 있다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여는 피하는 것이 바람직하다. 부득이하게 두 약물의 병용을 피할 수 없다면, NSAIDs(비스테로이드성 항염증제)의 치료기간을 더 짧게 하거나 용량을 감소시키거나 혹은 NSAIDs를 아세트아미노펜(Acetaminophen)으로 선택적 세로토닌 재흡수 차단제(SSRIs)를 삼환계 항우울제(TCAs)로 대체해야 한다. 만약 위장관 관련 부작용이 나타난다면, 수소펌프 저해제(Proton pump inhibitor)과 같은 중재적 치료를 고려하거나 SSRIs나 NSAIDs의 복용을 중단하고 대체요법을 사용해야 한다."
A11A0500A0131,all,Ibuprofen,Pelubiprofen,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Piroxicam,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Piroxicam Betadex,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Piroxicam Potassium,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
