drug_cd,제품명,성분 1,성분 2,내용
A11A0500A0131,all,Ibuprofen,Pranoprofen,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Probenecid,"NSAIDs/Antigout Agents(Probenecid) 임상효과 : 두 약물의 병용투여시 NSAIDs(비스테로이드성 항염증제)의 작용 및 독성이 증강될 수 있다. 기전 : 프로베네시드는 신뇨세관의 배설부위에 경쟁하여 신장 및 답즙 경로를 통한 NSAIDs의 혈장청소율을 감소시킬 수 있다. 처치 : 두 약물의 병용투여시 즉각적인 간섭은 필요하지 않다. 다만 병용투여로 인해 독성이 발생할 시에는, 그에따라 약물의 용량을 조절해야 한다."
A11A0500A0131,all,Ibuprofen,Proglumetacin Dimaleate,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Pyrazinobutazone,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Ranitidine,NSAIDs/Histamine H₂ Antagonists 임상효과 : 두 약물의 병용투여시 NSAIDs(비스테로이드성 항염증제)의 치료작용이 변화될 수 있다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여시 특별한 임상적 간섭은 필요하지 않다.
A11A0500A0131,all,Ibuprofen,Ranitidine Bismuth Citrate,NSAIDs/Histamine H₂ Antagonists 임상효과 : 두 약물의 병용투여시 NSAIDs(비스테로이드성 항염증제)의 치료작용이 변화될 수 있다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여시 특별한 임상적 간섭은 필요하지 않다.
A11A0500A0131,all,Ibuprofen,Ranitidine Hydrochloride,NSAIDs/Histamine H₂ Antagonists 임상효과 : 두 약물의 병용투여시 NSAIDs(비스테로이드성 항염증제)의 치료작용이 변화될 수 있다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여시 특별한 임상적 간섭은 필요하지 않다.
A11A0500A0131,all,Ibuprofen,Risedronate Sodium,"NSAIDs/Bisphosphonates 임상효과 : 두 약물의 병용투여시 위궤양의 위험이 증가할 수 있다. 기전 : 두 약물은 위궤양을 유발하는 데 있어 상승적인 작용을 할 수 있다. 처치 : 두 약물의 병용투여시에는 관찰을 충분히 하고, 신중히 투여해야 한다. 환자에게 위장관계 부작용, 특히 위궤양이 발생하는지를 주의깊게 모니터링해야 한다."
A11A0500A0131,all,Ibuprofen,Risedronic Acid,"NSAIDs/Bisphosphonates 임상효과 : 두 약물의 병용투여시 위궤양의 위험이 증가할 수 있다. 기전 : 두 약물은 위궤양을 유발하는 데 있어 상승적인 작용을 할 수 있다. 처치 : 두 약물의 병용투여시에는 관찰을 충분히 하고, 신중히 투여해야 한다. 환자에게 위장관계 부작용, 특히 위궤양이 발생하는지를 주의깊게 모니터링해야 한다."
A11A0500A0131,all,Ibuprofen,Salsalate,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Sertraline Hydrochloride,"NSAIDs/Serotonin Reuptake Inhibitors 임상효과 : 두 약물의 병용투여시 상부위장관의 출혈 위험이 증가할 수 있다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여는 피하는 것이 바람직하다. 부득이하게 두 약물의 병용을 피할 수 없다면, NSAIDs(비스테로이드성 항염증제)의 치료기간을 더 짧게 하거나 용량을 감소시키거나 혹은 NSAIDs를 아세트아미노펜(Acetaminophen)으로 선택적 세로토닌 재흡수 차단제(SSRIs)를 삼환계 항우울제(TCAs)로 대체해야 한다. 만약 위장관 관련 부작용이 나타난다면, 수소펌프 저해제(Proton pump inhibitor)과 같은 중재적 치료를 고려하거나 SSRIs나 NSAIDs의 복용을 중단하고 대체요법을 사용해야 한다."
A11A0500A0131,all,Ibuprofen,Sodium Alendronate Hydrate,"NSAIDs/Bisphosphonates 임상효과 : 두 약물의 병용투여시 위궤양의 위험이 증가할 수 있다. 기전 : 두 약물은 위궤양을 유발하는 데 있어 상승적인 작용을 할 수 있다. 처치 : 두 약물의 병용투여시에는 관찰을 충분히 하고, 신중히 투여해야 한다. 환자에게 위장관계 부작용, 특히 위궤양이 발생하는지를 주의깊게 모니터링해야 한다."
A11A0500A0131,all,Ibuprofen,Sparfloxacin,"NSAIDs/Quinolones 임상효과 : 두 약물의 병용투여시 드물게 경련이 나타날 위험성이 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하고, 신중히 투여해야 한다. 두 약물의 병용에 의해 경련이 나타나는 경우에는 투여를 중지하고 기도확보, 항전간제 투여 등의 적절한 처치를 한다."
A11A0500A0131,all,Ibuprofen,St. John's wort,NSAIDs(Ibuprofen)/St. John's Wort 임상효과 : 두 약물의 병용투여시 이부프로펜의 평균 잔류시간이 감소할 수 있다. 기전 : 정확한 상호작용 기전은 밝혀지지 않았다. 처치 : 두 약물의 병용투여시 특별한 주의사항은 필요하지 않다.
A11A0500A0131,all,Ibuprofen,Sulindac,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Sulpyrine,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Sulpyrine Calcium,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Talniflumate,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Tenoxicam,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Tiaprofenic Acid,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Tiludronate Sodium,"NSAIDs/Bisphosphonates 임상효과 : 두 약물의 병용투여시 위궤양의 위험이 증가할 수 있다. 기전 : 두 약물은 위궤양을 유발하는 데 있어 상승적인 작용을 할 수 있다. 처치 : 두 약물의 병용투여시에는 관찰을 충분히 하고, 신중히 투여해야 한다. 환자에게 위장관계 부작용, 특히 위궤양이 발생하는지를 주의깊게 모니터링해야 한다."
A11A0500A0131,all,Ibuprofen,Tolfenamic Acid,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Tolmetin Sodium Hydrate,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Tosufloxacine Tosilate Hydrate,"NSAIDs/Quinolones 임상효과 : 두 약물의 병용투여시 드물게 경련이 나타날 위험성이 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하고, 신중히 투여해야 한다. 두 약물의 병용에 의해 경련이 나타나는 경우에는 투여를 중지하고 기도확보, 항전간제 투여 등의 적절한 처치를 한다."
A11A0500A0131,all,Ibuprofen,Trometamol Tiaprofenate,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen,Voriconazole,NSAIDs/Azole Antifungal Agents 임상효과 : 두 약물의 병용투여시 NSAIDs(비스테로이드성 항염증제)의 혈장농도가 상승하여 이 약물의 약리학적 효과 및 부작용의 위험이 증가할 수 있다. 기전 : CYP2C9에 의해 대사되는 NSAIDs와 CYP2C9 저해작용을 가진 아졸계 항진균제의 병용투여시 NSAIDs의 대사 및 배설이 저해되어 이 약물의 혈장농도와 활성이 증가될 수 있다. 처치 : 두 약물의 병용투여시에는 환자에게 NSAIDs의 부작용이 나타나는지 관찰해야 하고 필요시 NSAID의 용량을 조절한다.
A11A0500A0131,all,Ibuprofen,Zaltoprofen,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen Arginine,Ibuprofen,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen Lysine,Ibuprofen,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuprofen Sodium,Ibuprofen,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Ibuproxam,Ibuprofen,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Imidazole Salicylate,Ibuprofen,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Imidazole-2-Hydroxybenzoate,Ibuprofen,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Indapamide,Ibuprofen,Thiazide-Type Diuretics/NSAIDs 임상효과 : 두 약물의 병용투여시 치아짓계 이뇨제의 항고혈압 효과 및 이뇨 효과가 감소될 수 있다. 기전 : 인도메타신(Indomethacin)에 의한 신장의 프로스타글란딘 합성 억제와 소듐/워터(sodium/water) 정체 유도가 치아짓계 이뇨제의 작용을 길항할 수 있다. 처치 : 두 약물의 병용투여시에는 환자의 혈압을 규칙적으로 모니터링 해야 한다. 그에 따라 이뇨제의 용량을 조절한다.
A11A0500A0131,all,Indometacin,Ibuprofen,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Indometacin Sodium Hydrate,Ibuprofen,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Isopropylantipyrine,Ibuprofen,"NSAIDs/NSAIDs 임상효과 : 두 약물의 병용투여시 위장관 궤양과 출혈 등 중증의 위장관계 이상반응의 발생 위험이 증가될 수 있으며, 신기능이 감소될 수도 있다. 기전 : 두 약물의 병용투여시 NSAIDs 부작용에 대한 상가 또는 상승 작용이 나타날 수 있다. 처치 : 두 약물은 병용투여하지 않는다. 다만, 국내 병용금기 약물이 아닌 경우 부득이하게 병용투여를 피할 수 없다면, 환자의 임상상태를 주의깊게 모니터링 하여야 하며, 약물의 독성이 나타나면 투여를 중지하는 등 적절한 조치를 취한다."
A11A0500A0131,all,Kanamycin,Ibuprofen,"Aminoglycosides/NSAIDs 임상효과 : 두 약물의 병용투여시 아미노글리코시드계 약물의 혈중농도가 증가할 수 있다. 기전 : NSAIDs(비스테로이드성 항염증제)는 사구체 여과속도를 감소시켜 아미노글리코시드계 약물의 축적을 유발할 수 있다. 처치 : 가능하면 이 두 약물의 병용은 피해야 한다. 부득이하게 두 약물의 병용을 피할 수 없다면, NSAIDs의 투약을 시작하기 전에 아미노글리코시드계 약물의 용량을 감소시켜야 한다. 신기능과 아미노글리코시드계 약물의 혈청 농도를 모니터링 해야 하며, 이에 따라 아미노글리코시드계 약물의 용량을 조절한다."
A11A0500A0131,all,Kanamycin Acid Sulphate,Ibuprofen,"Aminoglycosides/NSAIDs 임상효과 : 두 약물의 병용투여시 아미노글리코시드계 약물의 혈중농도가 증가할 수 있다. 기전 : NSAIDs(비스테로이드성 항염증제)는 사구체 여과속도를 감소시켜 아미노글리코시드계 약물의 축적을 유발할 수 있다. 처치 : 가능하면 이 두 약물의 병용은 피해야 한다. 부득이하게 두 약물의 병용을 피할 수 없다면, NSAIDs의 투약을 시작하기 전에 아미노글리코시드계 약물의 용량을 감소시켜야 한다. 신기능과 아미노글리코시드계 약물의 혈청 농도를 모니터링 해야 하며, 이에 따라 아미노글리코시드계 약물의 용량을 조절한다."
A11A0500A0131,all,Kanamycin Sulfate,Ibuprofen,"Aminoglycosides/NSAIDs 임상효과 : 두 약물의 병용투여시 아미노글리코시드계 약물의 혈중농도가 증가할 수 있다. 기전 : NSAIDs(비스테로이드성 항염증제)는 사구체 여과속도를 감소시켜 아미노글리코시드계 약물의 축적을 유발할 수 있다. 처치 : 가능하면 이 두 약물의 병용은 피해야 한다. 부득이하게 두 약물의 병용을 피할 수 없다면, NSAIDs의 투약을 시작하기 전에 아미노글리코시드계 약물의 용량을 감소시켜야 한다. 신기능과 아미노글리코시드계 약물의 혈청 농도를 모니터링 해야 하며, 이에 따라 아미노글리코시드계 약물의 용량을 조절한다."
A11A0500A0131,all,Kanamycin Sulfate,Ibuprofen,"Aminoglycosides/NSAIDs 임상효과 : 두 약물의 병용투여시 아미노글리코시드계 약물의 혈중농도가 증가할 수 있다. 기전 : NSAIDs(비스테로이드성 항염증제)는 사구체 여과속도를 감소시켜 아미노글리코시드계 약물의 축적을 유발할 수 있다. 처치 : 가능하면 이 두 약물의 병용은 피해야 한다. 부득이하게 두 약물의 병용을 피할 수 없다면, NSAIDs의 투약을 시작하기 전에 아미노글리코시드계 약물의 용량을 감소시켜야 한다. 신기능과 아미노글리코시드계 약물의 혈청 농도를 모니터링 해야 하며, 이에 따라 아미노글리코시드계 약물의 용량을 조절한다."
